
colors.js                 | 4 kB |   5.0 kB/s | ETA: 00:00:00 | 100%

colors.test.js            | 3 kB |   3.8 kB/s | ETA: 00:00:00 | 100%

constants.js              | 0 kB |   0.8 kB/s | ETA: 00:00:00 | 100%

pretty.js                 | 4 kB |   4.0 kB/s | ETA: 00:00:00 |  86%
pretty.js                 | 4 kB |   4.6 kB/s | ETA: 00:00:00 | 100%

build-safe-sonic-boom.js  | 1 kB |   1.6 kB/s | ETA: 00:00:00 | 100%

build-safe-sonic-boom.tes | 2 kB |   2.2 kB/s | ETA: 00:00:00 | 100%

create-date.js            | 0 kB |   0.6 kB/s | ETA: 00:00:00 | 100%

create-date.test.js       | 0 kB |   0.6 kB/s | ETA: 00:00:00 | 100%

delete-log-property.js    | 0 kB |   0.9 kB/s | ETA: 00:00:00 | 100%

delete-log-property.test. | 0 kB |   0.8 kB/s | ETA: 00:00:00 | 100%

filter-log.js             | 1 kB |   1.1 kB/s | ETA: 00:00:00 | 100%

filter-log.test.js        | 4 kB |   4.0 kB/s | ETA: 00:00:00 |  92%
filter-log.test.js        | 4 kB |   4.3 kB/s | ETA: 00:00:00 | 100%

format-time.js            | 2 kB |   2.0 kB/s | ETA: 00:00:00 | 100%

format-time.test.js       | 2 kB |   2.4 kB/s | ETA: 00:00:00 | 100%

get-level-label-data.js   | 1 kB |   1.1 kB/s | ETA: 00:00:00 | 100%

get-property-value.js     | 0 kB |   0.8 kB/s | ETA: 00:00:00 | 100%

get-property-value.test.j | 1 kB |   1.2 kB/s | ETA: 00:00:00 | 100%

handle-custom-levels-name | 1 kB |   1.0 kB/s | ETA: 00:00:00 | 100%

handle-custom-levels-name | 1 kB |   1.2 kB/s | ETA: 00:00:00 | 100%

handle-custom-levels-opts | 1 kB |   1.1 kB/s | ETA: 00:00:00 | 100%

handle-custom-levels-opts | 1 kB |   1.2 kB/s | ETA: 00:00:00 | 100%

index.js                  | 4 kB |   4.0 kB/s | ETA: 00:00:00 |  96%
index.js                  | 4 kB |   4.2 kB/s | ETA: 00:00:00 | 100%

index.test.js             | 1 kB |   1.2 kB/s | ETA: 00:00:00 | 100%

interpret-conditionals.js | 1 kB |   1.2 kB/s | ETA: 00:00:00 | 100%

interpret-conditionals.te | 2 kB |   3.0 kB/s | ETA: 00:00:00 | 100%

is-object.js              | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

is-object.test.js         | 0 kB |   0.3 kB/s | ETA: 00:00:00 | 100%

is-valid-date.js          | 0 kB |   0.3 kB/s | ETA: 00:00:00 | 100%

is-valid-date.test.js     | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

join-lines-with-indentati | 0 kB |   0.9 kB/s | ETA: 00:00:00 | 100%

join-lines-with-indentati | 0 kB |   0.6 kB/s | ETA: 00:00:00 | 100%

noop.js                   | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

noop.test.js              | 0 kB |   0.2 kB/s | ETA: 00:00:00 | 100%

parse-factory-options.js  | 4 kB |   4.0 kB/s | ETA: 00:00:00 |  66%
parse-factory-options.js  | 6 kB |   6.0 kB/s | ETA: 00:00:00 | 100%

prettify-error-log.js     | 2 kB |   2.3 kB/s | ETA: 00:00:00 | 100%

prettify-error-log.test.j | 2 kB |   2.7 kB/s | ETA: 00:00:00 | 100%

prettify-error.js         | 1 kB |   1.5 kB/s | ETA: 00:00:00 | 100%

prettify-error.test.js    | 0 kB |   0.5 kB/s | ETA: 00:00:00 | 100%

prettify-level.js         | 1 kB |   1.2 kB/s | ETA: 00:00:00 | 100%

prettify-level.test.js    | 1 kB |   1.5 kB/s | ETA: 00:00:00 | 100%

prettify-message.js       | 2 kB |   2.1 kB/s | ETA: 00:00:00 | 100%

prettify-message.test.js  | 4 kB |   4.0 kB/s | ETA: 00:00:00 |  53%
prettify-message.test.js  | 7 kB |   7.4 kB/s | ETA: 00:00:00 | 100%

prettify-metadata.js      | 1 kB |   1.9 kB/s | ETA: 00:00:00 | 100%

prettify-metadata.test.js | 4 kB |   4.0 kB/s | ETA: 00:00:00 |  84%
prettify-metadata.test.js | 4 kB |   4.7 kB/s | ETA: 00:00:00 | 100%

prettify-object.js        | 3 kB |   3.5 kB/s | ETA: 00:00:00 | 100%

prettify-object.test.js   | 4 kB |   4.0 kB/s | ETA: 00:00:00 |  84%
prettify-object.test.js   | 4 kB |   4.7 kB/s | ETA: 00:00:00 | 100%

prettify-time.js          | 1 kB |   1.1 kB/s | ETA: 00:00:00 | 100%

prettify-time.test.js     | 4 kB |   4.0 kB/s | ETA: 00:00:00 |  87%
prettify-time.test.js     | 4 kB |   4.5 kB/s | ETA: 00:00:00 | 100%

split-property-key.js     | 0 kB |   0.9 kB/s | ETA: 00:00:00 | 100%

split-property-key.test.j | 1 kB |   1.1 kB/s | ETA: 00:00:00 | 100%

LICENSE                   | 1 kB |   1.1 kB/s | ETA: 00:00:00 | 100%

index.d.ts                | 0 kB |   0.9 kB/s | ETA: 00:00:00 | 100%

index.js                  | 3 kB |   3.6 kB/s | ETA: 00:00:00 | 100%

license                   | 1 kB |   1.1 kB/s | ETA: 00:00:00 | 100%

package.json              | 0 kB |   1.0 kB/s | ETA: 00:00:00 | 100%

readme.md                 | 1 kB |   1.5 kB/s | ETA: 00:00:00 | 100%

package.json              | 1 kB |   1.7 kB/s | ETA: 00:00:00 | 100%

Readme.md                 | 4 kB |   4.0 kB/s | ETA: 00:00:02 |  28%
Readme.md                 | 13 kB |  13.8 kB/s | ETA: 00:00:00 | 100%

basic.test.js             | 4 kB |   4.0 kB/s | ETA: 00:00:08 |  10%
basic.test.js             | 36 kB |  37.0 kB/s | ETA: 00:00:00 | 100%

cli-rc.test.js            | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  36%
cli-rc.test.js            | 10 kB |  10.9 kB/s | ETA: 00:00:00 | 100%

cli.test.js               | 4 kB |   4.0 kB/s | ETA: 00:00:02 |  28%
cli.test.js               | 13 kB |  13.9 kB/s | ETA: 00:00:00 | 100%

crlf.test.js              | 0 kB |   0.8 kB/s | ETA: 00:00:00 | 100%

error-objects.test.js     | 4 kB |   4.0 kB/s | ETA: 00:00:02 |  25%
error-objects.test.js     | 15 kB |  15.6 kB/s | ETA: 00:00:00 | 100%

example.js                | 0 kB |   0.6 kB/s | ETA: 00:00:00 | 100%

helper.js                 | 0 kB |   0.5 kB/s | ETA: 00:00:00 | 100%

pino-pretty.test-d.ts     | 1 kB |   1.6 kB/s | ETA: 00:00:00 | 100%

tsconfig.json             | 0 kB |   0.2 kB/s | ETA: 00:00:00 | 100%

package.json              | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

prerender-manifest.json   | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  47%
prerender-manifest.json   | 8 kB |   8.4 kB/s | ETA: 00:00:00 | 100%

required-server-files.jso | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  41%
required-server-files.jso | 9 kB |   9.6 kB/s | ETA: 00:00:00 | 100%

routes-manifest.json      | 4 kB |   4.0 kB/s | ETA: 00:00:00 |  79%
routes-manifest.json      | 5 kB |   5.0 kB/s | ETA: 00:00:00 | 100%

app-paths-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

build-manifest.json       | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

next-font-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

react-loadable-manifest.j | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

server-reference-manifest | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

page.js                   | 1 kB |   1.0 kB/s | ETA: 00:00:00 | 100%

page.js.map               | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

page.js.nft.json          | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  47%
page.js.nft.json          | 8 kB |   8.4 kB/s | ETA: 00:00:00 | 100%

page_client-reference-man | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  45%
page_client-reference-man | 8 kB |   8.8 kB/s | ETA: 00:00:00 | 100%

app-paths-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

build-manifest.json       | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

next-font-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

react-loadable-manifest.j | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

server-reference-manifest | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

page.js                   | 1 kB |   1.0 kB/s | ETA: 00:00:00 | 100%

page.js.map               | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

page.js.nft.json          | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  47%
page.js.nft.json          | 8 kB |   8.4 kB/s | ETA: 00:00:00 | 100%

page_client-reference-man | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  45%
page_client-reference-man | 8 kB |   8.8 kB/s | ETA: 00:00:00 | 100%

app-paths-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

build-manifest.json       | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

next-font-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

react-loadable-manifest.j | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

server-reference-manifest | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

page.js                   | 1 kB |   1.0 kB/s | ETA: 00:00:00 | 100%

page.js.map               | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

page.js.nft.json          | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  47%
page.js.nft.json          | 8 kB |   8.4 kB/s | ETA: 00:00:00 | 100%

page_client-reference-man | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  45%
page_client-reference-man | 8 kB |   8.9 kB/s | ETA: 00:00:00 | 100%

app-paths-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

build-manifest.json       | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

next-font-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

react-loadable-manifest.j | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

server-reference-manifest | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

page.js                   | 1 kB |   1.0 kB/s | ETA: 00:00:00 | 100%

page.js.map               | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

page.js.nft.json          | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  46%
page.js.nft.json          | 8 kB |   8.5 kB/s | ETA: 00:00:00 | 100%

page_client-reference-man | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  43%
page_client-reference-man | 9 kB |   9.2 kB/s | ETA: 00:00:00 | 100%

app-paths-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

build-manifest.json       | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

next-font-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

react-loadable-manifest.j | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

server-reference-manifest | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

page.js                   | 1 kB |   1.0 kB/s | ETA: 00:00:00 | 100%

page.js.map               | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

page.js.nft.json          | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  47%
page.js.nft.json          | 8 kB |   8.4 kB/s | ETA: 00:00:00 | 100%

page_client-reference-man | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  45%
page_client-reference-man | 8 kB |   8.9 kB/s | ETA: 00:00:00 | 100%

app-paths-manifest.json   | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

build-manifest.json       | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

next-font-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

react-loadable-manifest.j | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

server-reference-manifest | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

page.js                   | 1 kB |   1.0 kB/s | ETA: 00:00:00 | 100%

page.js.map               | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

page.js.nft.json          | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  49%
page.js.nft.json          | 8 kB |   8.1 kB/s | ETA: 00:00:00 | 100%

page_client-reference-man | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  44%
page_client-reference-man | 8 kB |   9.0 kB/s | ETA: 00:00:00 | 100%

app-paths-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

build-manifest.json       | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

next-font-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

react-loadable-manifest.j | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

server-reference-manifest | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

page.js                   | 1 kB |   1.0 kB/s | ETA: 00:00:00 | 100%

page.js.map               | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

page.js.nft.json          | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  47%
page.js.nft.json          | 8 kB |   8.4 kB/s | ETA: 00:00:00 | 100%

page_client-reference-man | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  44%
page_client-reference-man | 8 kB |   8.9 kB/s | ETA: 00:00:00 | 100%

app-paths-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

build-manifest.json       | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

next-font-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

react-loadable-manifest.j | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

server-reference-manifest | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

page.js                   | 1 kB |   1.0 kB/s | ETA: 00:00:00 | 100%

page.js.map               | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

page.js.nft.json          | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  47%
page.js.nft.json          | 8 kB |   8.4 kB/s | ETA: 00:00:00 | 100%

page_client-reference-man | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  45%
page_client-reference-man | 8 kB |   8.9 kB/s | ETA: 00:00:00 | 100%

app-paths-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

build-manifest.json       | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

next-font-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

react-loadable-manifest.j | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

server-reference-manifest | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

page.js                   | 1 kB |   1.0 kB/s | ETA: 00:00:00 | 100%

page.js.map               | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

page.js.nft.json          | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  45%
page.js.nft.json          | 8 kB |   8.8 kB/s | ETA: 00:00:00 | 100%

page_client-reference-man | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  44%
page_client-reference-man | 8 kB |   8.9 kB/s | ETA: 00:00:00 | 100%

app-paths-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

build-manifest.json       | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

next-font-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

react-loadable-manifest.j | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

server-reference-manifest | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

page.js                   | 1 kB |   1.1 kB/s | ETA: 00:00:00 | 100%

page.js.map               | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

page.js.nft.json          | 4 kB |   4.0 kB/s | ETA: 00:00:05 |  15%
page.js.nft.json          | 26 kB |  26.2 kB/s | ETA: 00:00:00 | 100%

page_client-reference-man | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  43%
page_client-reference-man | 9 kB |   9.3 kB/s | ETA: 00:00:00 | 100%

app-paths-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

build-manifest.json       | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

next-font-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

react-loadable-manifest.j | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

server-reference-manifest | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

page.js                   | 1 kB |   1.2 kB/s | ETA: 00:00:00 | 100%

page.js.map               | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

page.js.nft.json          | 4 kB |   4.0 kB/s | ETA: 00:00:05 |  14%
page.js.nft.json          | 27 kB |  27.2 kB/s | ETA: 00:00:00 | 100%

page_client-reference-man | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  33%
page_client-reference-man | 11 kB |  11.8 kB/s | ETA: 00:00:00 | 100%

app-paths-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

build-manifest.json       | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

next-font-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

react-loadable-manifest.j | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

server-reference-manifest | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

page.js                   | 1 kB |   1.0 kB/s | ETA: 00:00:00 | 100%

page.js.map               | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

page.js.nft.json          | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  47%
page.js.nft.json          | 8 kB |   8.4 kB/s | ETA: 00:00:00 | 100%

page_client-reference-man | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  45%
page_client-reference-man | 8 kB |   8.9 kB/s | ETA: 00:00:00 | 100%

app-paths-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

build-manifest.json       | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

next-font-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

react-loadable-manifest.j | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

server-reference-manifest | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

page.js                   | 1 kB |   1.0 kB/s | ETA: 00:00:00 | 100%

page.js.map               | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

page.js.nft.json          | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  47%
page.js.nft.json          | 8 kB |   8.4 kB/s | ETA: 00:00:00 | 100%

page_client-reference-man | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  45%
page_client-reference-man | 8 kB |   8.8 kB/s | ETA: 00:00:00 | 100%

app-paths-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

build-manifest.json       | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

next-font-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

react-loadable-manifest.j | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

server-reference-manifest | 0 kB |   0.9 kB/s | ETA: 00:00:00 | 100%

page.js                   | 1 kB |   1.5 kB/s | ETA: 00:00:00 | 100%

page.js.map               | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

page.js.nft.json          | 4 kB |   4.0 kB/s | ETA: 00:00:06 |  12%
page.js.nft.json          | 31 kB |  31.4 kB/s | ETA: 00:00:00 | 100%

page_client-reference-man | 4 kB |   4.0 kB/s | ETA: 00:00:25 |   3%
page_client-reference-man | 104 kB | 104.0 kB/s | ETA: 00:00:00 |  98%
page_client-reference-man | 105 kB | 105.8 kB/s | ETA: 00:00:00 | 100%

app-paths-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

build-manifest.json       | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

server-reference-manifest | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

route.js                  | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

route.js.map              | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

route.js.nft.json         | 4 kB |   4.0 kB/s | ETA: 00:00:06 |  13%
route.js.nft.json         | 29 kB |  29.5 kB/s | ETA: 00:00:00 | 100%

route_client-reference-ma | 0 kB |   0.3 kB/s | ETA: 00:00:00 | 100%

about.html                | 4 kB |   4.0 kB/s | ETA: 00:00:10 |   8%
about.html                | 46 kB |  46.9 kB/s | ETA: 00:00:00 | 100%

about.meta                | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

about.rsc                 | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  39%
about.rsc                 | 10 kB |  10.1 kB/s | ETA: 00:00:00 | 100%

__PAGE__.segment.rsc      | 0 kB |   0.9 kB/s | ETA: 00:00:00 | 100%

about.segment.rsc         | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

!KGZyb250ZW5kKQ.segment.r | 4 kB |   4.0 kB/s | ETA: 00:00:00 |  94%
!KGZyb250ZW5kKQ.segment.r | 4 kB |   4.2 kB/s | ETA: 00:00:00 | 100%

_full.segment.rsc         | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  39%
_full.segment.rsc         | 10 kB |  10.1 kB/s | ETA: 00:00:00 | 100%

_head.segment.rsc         | 2 kB |   3.0 kB/s | ETA: 00:00:00 | 100%

_index.segment.rsc        | 1 kB |   1.5 kB/s | ETA: 00:00:00 | 100%

_tree.segment.rsc         | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

after-sales.html          | 4 kB |   4.0 kB/s | ETA: 00:00:08 |  10%
after-sales.html          | 39 kB |  39.6 kB/s | ETA: 00:00:00 | 100%

after-sales.meta          | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

after-sales.rsc           | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  39%
after-sales.rsc           | 10 kB |  10.1 kB/s | ETA: 00:00:00 | 100%

__PAGE__.segment.rsc      | 0 kB |   0.9 kB/s | ETA: 00:00:00 | 100%

after-sales.segment.rsc   | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

!KGZyb250ZW5kKQ.segment.r | 4 kB |   4.0 kB/s | ETA: 00:00:00 |  94%
!KGZyb250ZW5kKQ.segment.r | 4 kB |   4.2 kB/s | ETA: 00:00:00 | 100%

_full.segment.rsc         | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  39%
_full.segment.rsc         | 10 kB |  10.1 kB/s | ETA: 00:00:00 | 100%

_head.segment.rsc         | 2 kB |   3.0 kB/s | ETA: 00:00:00 | 100%

_index.segment.rsc        | 1 kB |   1.5 kB/s | ETA: 00:00:00 | 100%

_tree.segment.rsc         | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

app-paths-manifest.json   | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

build-manifest.json       | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

server-reference-manifest | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

route.js                  | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

route.js.map              | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

route.js.nft.json         | 4 kB |   4.0 kB/s | ETA: 00:00:05 |  16%
route.js.nft.json         | 24 kB |  24.6 kB/s | ETA: 00:00:00 | 100%

route_client-reference-ma | 0 kB |   0.3 kB/s | ETA: 00:00:00 | 100%

app-paths-manifest.json   | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

build-manifest.json       | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

server-reference-manifest | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

route.js                  | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

route.js.map              | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

route.js.nft.json         | 4 kB |   4.0 kB/s | ETA: 00:00:05 |  16%
route.js.nft.json         | 12 kB |  12.0 kB/s | ETA: 00:00:01 |  48%
route.js.nft.json         | 24 kB |  24.7 kB/s | ETA: 00:00:00 | 100%

route_client-reference-ma | 0 kB |   0.3 kB/s | ETA: 00:00:00 | 100%

app-paths-manifest.json   | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

build-manifest.json       | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

server-reference-manifest | 0 kB |   0.0 kB/s | ETA: 00:00:00 | 100%

route.js                  | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

route.js.map              | 0 kB |   0.1 kB/s | ETA: 00:00:00 | 100%

route.js.nft.json         | 4 kB |   4.0 kB/s | ETA: 00:00:08 |  10%
route.js.nft.json         | 37 kB |  37.8 kB/s | ETA: 00:00:00 | 100%

route_client-reference-ma | 0 kB |   0.3 kB/s | ETA: 00:00:00 | 100%

clinical-training.html    | 4 kB |   4.0 kB/s | ETA: 00:00:08 |  10%
clinical-training.html    | 39 kB |  39.4 kB/s | ETA: 00:00:00 | 100%

clinical-training.meta    | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

clinical-training.rsc     | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  39%
clinical-training.rsc     | 10 kB |  10.1 kB/s | ETA: 00:00:00 | 100%

__PAGE__.segment.rsc      | 0 kB |   0.9 kB/s | ETA: 00:00:00 | 100%

clinical-training.segment | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

!KGZyb250ZW5kKQ.segment.r | 4 kB |   4.0 kB/s | ETA: 00:00:00 |  94%
!KGZyb250ZW5kKQ.segment.r | 4 kB |   4.2 kB/s | ETA: 00:00:00 | 100%

_full.segment.rsc         | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  39%
_full.segment.rsc         | 10 kB |  10.1 kB/s | ETA: 00:00:00 | 100%

_head.segment.rsc         | 2 kB |   3.0 kB/s | ETA: 00:00:00 | 100%

_index.segment.rsc        | 1 kB |   1.5 kB/s | ETA: 00:00:00 | 100%

_tree.segment.rsc         | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

contact.html              | 4 kB |   4.0 kB/s | ETA: 00:00:11 |   7%
contact.html              | 51 kB |  51.7 kB/s | ETA: 00:00:00 | 100%

contact.meta              | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

contact.rsc               | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  38%
contact.rsc               | 10 kB |  10.4 kB/s | ETA: 00:00:00 | 100%

__PAGE__.segment.rsc      | 1 kB |   1.1 kB/s | ETA: 00:00:00 | 100%

contact.segment.rsc       | 0 kB |   0.4 kB/s | ETA: 00:00:00 | 100%

!KGZyb250ZW5kKQ.segment.r | 4 kB |   4.0 kB/s | ETA: 00:00:00 |  94%
!KGZyb250ZW5kKQ.segment.r | 4 kB |   4.2 kB/s | ETA: 00:00:00 | 100%

_full.segment.rsc         | 4 kB |   4.0 kB/s | ETA: 00:00:01 |  38%
_full.segment.rsc         | 10 kB |  10.4 kB/s | ETA: 00:00:00 | 100%

